#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery3
#Date Time: 2024-02-08 19:11:51.942
#Start: 1 Hz
#Stop: 2e+06 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 32 
#Channel: Channel 2
#Range: 5.13569 V
#Offset: 8.29643e-05 V
#Relative: yes

Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
402.1848727051567,19.98309458029016,2.629527660090776
443.0294516787861,19.99014238433935,2.351104529771876
488.0220723734094,19.99306064688116,1.866012948854404
537.5839963260862,20.00528661603906,1.618396451094192
592.1792670164315,19.99674909542091,1.346461717709381
652.3190546606343,20.01417047457402,1.037828038008591
718.566442248537,19.98339215533741,0.6918544901824826
791.5416976349733,20.00892148043634,0.3912357008861989
871.9280810474446,20.01275130930783,0.2372425706199479
960.4782423852547,19.96134856096753,-0.4480085827106706
1058.021268207405,19.98703626183306,-0.4400901499664469
1165.470444389518,20.02881632187289,-0.7599659640788161
1283.83180713077,20.01354359539213,-1.167552318053373
1414.213562373096,19.98008312476705,-1.267219664367492
1557.836461825788,19.97337083891384,-1.582790066630348
1716.04523274515,20.03210852499392,-2.323501891154613
1890.32116848519,20.02420111771864,-2.232156483462893
2082.295997703392,20.01486231646352,-2.81621442274718
2293.767162077645,20.04183866590583,-3.44678707615227
2526.714645578055,20.03679900289065,-3.812526091938235
2783.319512864541,20.00923517722197,-4.135860470970876
3065.98433038338,20.03103155543651,-4.836261208322043
3377.355661363451,20.04623114246017,-5.287818543895668
3720.348845330674,20.01249037789458,-6.053692286836977
4098.175294148803,20.00673640230225,-6.916520441214815
4514.372560156743,20.01507923480378,-7.509495982200526
4972.837457927492,20.00562212594977,-8.37660439011697
5477.862549764418,19.98988430646302,-9.268370678652829
6034.176336545168,19.9761025738662,-10.23029813621716
6646.987530216071,19.95685112572291,-11.25362546058079
7322.033822456089,19.95784915321206,-12.45647064237704
8065.63560612671,19.92486548621284,-13.67372522608462
8884.755152496309,19.89944580988286,-15.00653365833178
9787.061798309749,19.89312131682041,-16.45831564046287
10781.00375304339,19.87266927529015,-18.04332446059385
11875.88719866962,19.84132008085116,-19.73798527085923
13081.96342253493,19.82026305838259,-21.57949799354209
14410.52479916727,19.81075962401201,-23.63996295403165
15874.010519682,19.81030703656583,-25.92990540145392
17486.12305871999,19.7938039533251,-28.41826269843205
19261.95646938656,19.77903016748532,-31.13704900833106
21218.13770740453,19.78764195279249,-34.14270236569941
23372.9823076856,19.75834998888791,-37.63817885706342
25746.66587090448,19.66882498837339,-40.26278334913647
28361.41296568832,19.77670603744366,-46.02273297514336
31241.7052150938,19.80246680405673,-50.40544037691615
34414.51051566567,19.82143039857524,-55.71077196340048
37909.53553523274,19.83466670272105,-61.84960566195308
41759.50385355275,19.81795607694301,-68.43112524088515
46000.46235001132,19.80508909129682,-76.06389777126242
50672.11870705171,19.81909519449722,-85.77531200824518
55818.21318934862,19.72956341612741,-94.69529273524419
61486.92817965766,19.6212656820661,-106.1535590449685
67731.33930578439,19.4589323621751,-119.1659283062214
74609.91238253185,18.99204066329455,-134.6396231551368
82187.05082144572,18.18397475897982,-152.3333620039937
90533.69863369993,16.98758739369377,-170.7195232581809
99728.00467198262,15.27445453482832,169.8943561963269
109856.0543306119,13.04217793654602,151.6503063242677
121012.675554721,10.38079404460493,135.262955936314
133302.3267050977,7.464790631976721,120.3250059926384
146840.0745916684,4.391915661795354,107.7053170639438
161752.671832863,1.217590638748331,96.41359722227767
178179.743628068,-2.085552186437145,86.62708248487742
196275.0950548059,-5.355846242716845,77.99897460532941
216208.1511307361,-8.67949430669203,70.25880075708524
238165.5431236365,-11.87470012257871,63.23482304807811
262352.855961835,-15.1641775981593,56.69646385700207
288996.5531059249,-18.47992303506416,51.19656621828928
318346.096904145,-21.7019538863461,46.38519238696451
350676.2842841177,-24.99234420485158,41.71234720852262
386289.8196497857,-28.14015663397199,37.55906857842085
425520.1490733427,-31.2756482880682,34.19005702108839
468734.5823184201,-34.28956761527166,31.98659229407858
516337.7319257184,-36.69325942059007,29.62780843555702
568775.3015609292,-39.02387359700482,26.99989017858128
626538.2590948555,-40.53591284851075,23.68389659148431
690167.433487898,-42.20614162207978,20.96863574964546
760258.5785190784,-43.40523582430581,19.81633930871677
837467.9507707948,-44.01181108262301,12.24647527485389
922518.4540954644,-45.32927960756126,6.303500268647876
1016206.408094064,-45.49723724646459,1.26152216920271
1119409.003979202,-46.38072244818646,-4.529119597412297
1233092.517631243,-46.37785391631743,-9.283061670637226
1358321.356745498,-46.89370337124343,-7.505096441838958
1496268.026778092,-46.9107753554576,-10.57765978029681
1648224.109000653,-47.18122623306026,-16.85994788309777
1815612.35345029,-46.89197211538792,-17.47865568355644
2000000,-46.48070288301792,-23.03719542410022
